BAT ID,Unnamed: 0,BAT Name,CTPT Name,spec. source,FWHM narrow [km/s],err,F(OI 6300) [e-15 erg/s/cm2],err.1,F(NII red) [e-15 erg/s/cm2],err.2,F(NII total) [e-15 erg/s/cm2],err.3,F(Ha narrow) [e-15 erg/s/cm2],err.4,F(SII blue) [e-15 erg/s/cm2],err.5,F(SII red) [e-15 erg/s/cm2],err.6,F(Ha broad) [e-15 erg/s/cm2],err.7,FWHM(Ha broad) [km/s],err.8,Unnamed: 23,quality flag,6DF flag: flux calibration problem,EQW(Ha broad) [A,high z,comments,Two broad components,table,Corrected F(OI 6300) [e-15 erg/s/cm2],Corrected F(NII red) [e-15 erg/s/cm2]
338.0,,,2MASSJ06340353-7446377,Palermo,1436.30671,0.0,-6.18,0.0,-4.513142913,0.0,0.0,0.0,62.4227029,5.051866595,7.412308041,0.2753090583,-23.54826435,0.0,318.4046053,5.940829854,5935.888558,553.549717,,4,,329.04795,0,,,,,
376.0,1.0,,1RXS J073308.7+455511,SDSS,453.2415541,115.50609,-1.53,1.268291237,9.460781861,25.43394173,0.0,0.0,17.83637695,39.16057621,1.480860638,0.8634397824,1.338008454,3.175783266,774.2314189,10.33996197,3460.62919,143.7010097,,2,,510.7414728,0,,,,,
409.0,,,PG 0804+761,Marziani03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,0.0,0,,,,,
413.0,,,2MASX J08181469+0122266,Gemini,0.0,104.3981854,-4.62,1.550318376,-15.36253397,0.0,0.0,0.0,-15.36253397,1.035369371,-1.708779313,0.0,-1.708779313,0.8229631753,0.0,0.0,0.0,0.0,,4,,0.0,0,,,,,
425.0,,,3C 206,Saao,0.0,0.0,-5.63,0.0,-8.276010687,0.0,0.0,0.0,-8.276010687,1.122247183,0.0,0.0,0.0,0.0,0.0,2.361847603,0.0,2372.665369,,0,,0.0,0,,,,,
431.0,,,1RXSJ084521.7-353048,Palermo,268.8495049,0.0,-0.91,0.2469640774,5.088226913,0.360969854,0.0,0.0,5.671085472,0.360969854,-7.979233686,0.413013442,1.222426595,0.413013442,439.6375176,6.732370833,8647.842147,32.79737434,,4,,411.5054505,0,,,,,
447.0,1.0,,IRAS09149-6206,Palermo,268.8495049,0.0,-19.32,2.119225662,-13.84057129,4.21694579,0.0,0.0,26.32530511,4.21694579,0.7027815761,7.42283926,7.080017034,3.743270202,9700.556344,7.283061675,3791.780741,2.405978343,,2,,537.890264,0,,,,,
481.0,1.0,,NGC 3080,SDSS,268.8495049,0.0,-1.07,0.0536668905,3.904692327,0.1864538654,0.0,0.0,15.94816339,0.2738388959,1.626488603,0.0144482923,1.586352528,0.0572333914,241.6575422,0.6489243308,2207.843681,3.536948559,,2,,196.3267706,0,,,,,
495.0,,,2MASX J10195855-0234363,Gemini,390.9587014,29.1664728,-0.98,0.0,5.169574857,0.2068584833,0.0,0.0,2.831545775,0.1490289064,1.258475143,0.1378902996,1.307541517,0.0878233644,149.3133957,0.9903067982,6602.388509,50.75394301,,4,,164.2274323,0,,,,,
496.0,1.0,,ARK 241,6DF,463.5678154,11.45999404,-7.91,1.208290547,20.47329257,0.4791548807,0.0,0.0,19.77509055,0.5134804824,1.920997768,0.6677600145,2.618012271,0.3079793447,626.9888209,2.574377247,8169.623047,86.1,,2,6.0,131.0954117,0,,,,,
501.0,1.0,,2MASSi J1031543-141651,Saao,847.2299965,15.11542512,-28.73,2.444212342,81.33435959,5.212209316,0.0,0.0,106.9161332,7.057467841,-43.72820516,1.986984743,-43.72820516,1.986984743,1282.80169,12.4686348,5079.210431,46.76974096,,2,,437.3526188,0,,,,,
