BAT ID,Unnamed: 0,BAT Name,CTPT Name,spec. source,FWHM narrow [km/s],err,F(OI 6300) [e-15 erg/s/cm2],err.1,F(NII red) [e-15 erg/s/cm2],err.2,F(NII total) [e-15 erg/s/cm2],err.3,F(Ha narrow) [e-15 erg/s/cm2],err.4,F(SII blue) [e-15 erg/s/cm2],err.5,F(SII red) [e-15 erg/s/cm2],err.6,F(Ha broad) [e-15 erg/s/cm2],err.7,FWHM(Ha broad) [km/s],err.8,Unnamed: 23,quality flag,6DF flag: flux calibration problem,EQW(Ha broad) [A,high z,comments,Two broad components,table,Corrected F(OI 6300) [e-15 erg/s/cm2],Corrected F(NII red) [e-15 erg/s/cm2]
439.0,,,Mrk 18,Palomar,284.4383274,0.6063984394,3.24,0.0462182406,29.19088761,0.0990544992,0.0,0.0,70.27967896,0.1447884703,17.65315901,0.0411487927,14.88733377,0.0472868207,32.02070079,0.9714077685,2989.500535,19.15116365,,1,,15.5924847,0,,,,,
457.0,,,2MASX J09261742-8421330,6DF,635.0353666,48.12856118,2.81,0.2881702143,19.93288557,1.140792953,0.0,0.0,24.85448753,0.8200142685,3.962884303,0.0887022357,2.690067995,0.1374454024,22.5831729,2.073811785,3491.040173,1509.864506,,2,6.0,45.42073878,0,,,,,
459.0,,,2MASXJ09254750+6927532,Masetti,585.8167373,13.52853569,-0.59,0.0262310886,0.5360992282,0.0153278252,0.0,0.0,-0.3969542552,0.0,0.5479390428,0.0288642022,-0.4291867865,0.0,2.571052345,0.0494106844,1328.135402,20.97204685,,4,,368.2827571,0,,,,,
467.0,,,MCG +10-14-025,SDSS,441.343881,1.391551899,1.52,0.0344059003,22.545501,0.1243193588,0.0,0.0,17.15153395,0.1953323167,5.074405434,0.0410922314,3.763612763,0.0511436742,19.64868228,0.2977614843,2305.932982,26.154201,,2,,28.76050447,0,,,,,
471.0,,,NGC 2992,Saao,419.6480717,3.524486443,-22.66,0.5865052607,93.7334881,1.222260737,0.0,0.0,97.06684722,1.045564614,36.96759443,0.5120301791,32.78865208,0.6320436044,80.47902966,2.777949682,1664.056286,35.13367588,,1,,23.53389291,0,,,,,
472.0,,,MCG -05-23-016,Saao,354.8913197,2.97806903,-6.77,0.1568857322,29.44204707,0.1958778223,0.0,0.0,32.14059184,0.2314128757,7.389682702,0.169332676,9.177220143,0.3266336862,52.26360331,0.9824225047,2850.866895,19.4852079,,2,,16.04363843,0,,,,,
475.0,,,NGC 3035,6DF,393.025152,41.02854529,5.19,2.319269011,52.62524853,10.69998679,0.0,0.0,37.63739515,9.110494198,13.10307547,4.233694455,13.89487659,4.391787551,155.8324819,0.0,5747.240376,0.0,,1,6.0,32.54096554,0,,,,,
476.0,,,IGRJ09523-6231,Masetti,600.751352,14.19886978,2.4,1.399932181,16.93595462,6.139263612,0.0,0.0,25.42452575,8.609179328,5.720203118,0.7441421763,5.205039691,0.4339554322,389.6082561,19.47306094,3084.251923,84.88193213,,2,,159.4587905,0,,,,,
477.0,,,M 81,Crenshaw_Deveny,335.6797867,15.00293256,-100.0,5.943492991,460.6044914,19.25003111,0.0,0.0,200.0356984,25.35604311,180.1880527,14.39367248,111.355364,13.01730326,669.8778772,0.0,1999.29258,0.0,,2,,5.504652972,0,,,,,
483.0,,,3C 234.0,SDSS,609.8639668,1.608123084,2.13,0.0550590827,16.75737483,0.0946922841,0.0,0.0,56.66143124,0.344889717,4.300690886,0.0930098523,4.257223044,0.0621414798,59.88733032,0.3915224766,6586.022358,35.21710087,,2,,238.1019289,0,,,,,
504.0,,,CGCG333-038,Palermo,268.8495049,0.0,0.0,0.3406794251,5.592027709,0.2845479591,0.0,0.0,1.092725136,0.3543063069,0.0,0.0,0.0,0.0,68.07229178,0.0,6804.075949,134.4247524,,9,,12.78700762,0,,,,,
522.0,1.0,,2MASX J10523297+1036205,SDSS DR12B,604.4687109,0.0,-0.83,0.0305444793,5.903800411,0.079805899,0.0,0.0,7.519268167,0.0422165584,2.085713482,0.0232060695,1.695702344,0.0375031451,0.0,0.0,0.0,0.0,,2,,0.0,0,,,,,
525.0,1.0,,FBQS J110340.2+372925,SDSS,268.8495049,2.007277725,1.01,0.0267347056,2.74414632,0.0414246392,0.0,0.0,4.079339938,0.0883713125,1.517902858,0.0336653139,1.553740955,0.0326864083,91.85603706,0.1556594,8271.543155,29.32747382,,2,,239.7819634,0,,,,,
544.0,,,1RXS J1127166+190914,LWINTER,599.4225976,1.226691985,4.28,0.1044610223,20.97835566,0.1006612156,0.0,0.0,21.0717026,0.1169040793,9.096352191,0.1071561585,7.453403467,0.0980315331,0.0,0.0,0.0,0.0,,2,,0.0,0,,,,,
548.0,,,NGC 3718,KPNO,564.0873718,18.16593558,3.61,0.2236394957,6.80001385,0.3719285463,0.0,0.0,4.435294989,0.3314842511,3.723173116,0.2324527775,5.849193526,0.1481798783,11.426416,0.9246209262,1543.225802,92.7360763,,2,,4.311330956,0,,,,,
557.0,,,HE 1136-2304,6DF,618.3519087,3.406025378,4.88,0.0519937383,12.93019106,0.0991924679,0.0,0.0,32.85529678,0.1069655198,6.007939807,0.1167572495,5.25842438,0.064110302,52.10007314,0.2040190806,4644.137221,72.4,,2,6.0,93.40132106,0,,,,,
560.0,,,NGC 3786,Crenshaw_Deveny,344.7389963,3.241217461,6.52,0.3106855968,62.58987904,0.4083197371,0.0,0.0,53.726558,0.6021918988,22.65535882,0.204032504,21.26193708,0.2985021224,74.26818417,1.170262971,4799.529774,110.4094281,,2,,35.87915548,0,,,,,
