BAT ID,Broad Halpha Flux,Distance,Intrinsic 14-150 Flux,NH,Type,Intrinsic X-ray Luminosity
434.0,,160.9,16.9,23.23,2,5.23601039751e+43
436.0,,24.4,13.4,23.56,2,9.5474228691e+41
437.0,,26.25,7.4,22.82,2,6.10227875715e+41
439.0,32.02070079,48.01,10.5,23.08,1.9,2.89637252084e+42
440.0,,58.32,110.8,25.55,2,4.50999954942e+43
442.0,,418.55,14.1,23.59,2,2.95607543634e+44
443.0,212.8510624,166.53,13.4,20.0,1.2,4.44724924382e+43
446.0,,117.87,17.5,23.52,2,2.90968733182e+43
447.0,9700.556344,257.46,27.3,20.0,1,2.16562813184e+44
448.0,65.54310866,394.51,11.1,21.41,2,2.06747715077e+44
449.0,2067.595301,130.44,28.5,20.0,1.2,5.80320814458e+43
450.0,,219.74,10.4,24.01,2,6.00970683958e+43
451.0,,54.18,17.3,22.78,2,6.07751181769e+42
453.0,,86.07,36.0,22.81,2,3.19159528033e+43
455.0,1009.570552,147.59,34.2,20.0,1.2,8.9154173658e+43
456.0,,190.43,25.9,24.11,2,1.12401525736e+44
457.0,22.5831729,285.22,8.3,22.4,1.9,8.08052821316e+43
458.0,483.9504247,157.81,50.0,20.0,1.5,1.49018693504e+44
459.0,2.571052345,1287.49,7.7,20.0,1.9,1.52749628167e+45
460.0,519.0623601,127.87,13.7,20.0,1.2,2.68077031012e+43
461.0,163.7110247,118.1,12.4,20.0,1.2,2.06977524256e+43
463.0,,112.94,7.0,23.2,2,1.06855114568e+43
466.0,343.2723195,578.25,11.4,20.0,1.2,4.56181681502e+44
467.0,19.64868228,175.34,31.5,24.35,1.9,1.15897552762e+44
468.0,,174.91,10.2,22.6,2,3.73448877861e+43
470.0,141.3096218,95.24,10.3,20.78,1.5,1.11809242623e+43
471.0,80.47902966,31.6,19.0,21.72,1.9,2.27054165426e+42
472.0,52.26360331,36.16,174.0,22.18,1.9,2.7227502047e+43
473.0,446.5043145,398.15,20.9,20.0,1.2,3.96498395046e+44
474.0,,261.71,18.1,23.79,2,1.48361398082e+44
475.0,,63.04,16.0,21.04,1.9,7.6094645667e+42
476.0,389.6082561,1287.3,14.6,23.07,1.9,2.89543687956e+45
477.0,,3.71,14.5,19.95,1.9,2.38845756077e+40
480.0,,26.5,119.0,23.91,2,1.00009306732e+43
481.0,241.6575422,158.4,4.4,20.0,1,1.32118835902e+43
483.0,59.88733032,908.0,7.9,23.51,1.9,7.79471958042e+44
484.0,,19.133,98.5,25.1,2,4.31523131754e+42
486.0,218.5420781,56.42,13.1,20.38,1.5,4.99044377284e+42
488.0,,259.81,10.5,20.0,2,8.48208718938e+43
489.0,,148.26,35.0,23.43,2,9.20699152527e+43
492.0,,124.58,19.5,23.71,2,3.62187094918e+43
493.0,,182.51,11.6,22.3,2,4.62416185541e+43
495.0,149.3133957,268.93,5.1,20.0,1,4.41418354309e+43
496.0,626.9888209,183.08,15.0,20.0,1,6.01692743739e+43
497.0,2325.357164,18.733,93.3,20.95,1.5,3.91830300702e+42
498.0,,65.9,9.6,23.41,2,4.98934769302e+42
501.0,1282.80169,392.04,28.4,20.0,1,5.22373104873e+44
502.0,,48.57,102.4,23.98,2,2.89093196453e+43
503.0,,52.77,13.5,22.85,2,4.49893443793e+42
504.0,,98.39,11.7,22.62,1.9,1.35546869034e+43
507.0,,272.27,18.8,22.73,1.5,1.6678582574e+44
509.0,,105.08,19.9,22.6,2,2.62963161295e+43
512.0,407.8700842,215.16,11.3,20.0,1.5,6.26041642473e+43
513.0,,141.98,12.8,23.27,2,3.08791986089e+43
515.0,,114.97,10.1,22.6,2,1.59768862796e+43
517.0,,89.98,17.8,22.9,2,1.72470049275e+43
518.0,,56.54,30.3,24.5,2,1.15919351883e+43
519.0,,144.76,43.8,23.9,2,1.09843146983e+44
520.0,,76.45,17.3,22.82,2,1.21004853472e+43
522.0,,406.21,13.7,23.2,1.9,2.70535022807e+44
523.0,,384.09,9.6,22.53,2,1.69487994536e+44
524.0,225.7311413,160.04,10.8,20.0,1.5,3.3104158171e+43
525.0,91.85603706,337.21,7.8,20.0,1.9,1.06144427886e+44
528.0,,214.12,5.6,23.15,2,3.07258710731e+43
529.0,160.2818398,944.97,4.7,20.0,1.2,5.02268113382e+44
530.0,2413.327097,52.5,99.7,20.0,1.2,3.28863347074e+43
531.0,312.5798698,104.83,5.7,20.0,1.2,7.49631339722e+42
532.0,63.26366543,129.44,9.4,20.0,1.5,1.88480562673e+43
533.0,,115.4,8.9,23.3,2,1.41841505356e+43
534.0,,165.65,9.8,22.66,2,3.21818246092e+43
535.0,,320.26,8.0,22.9,2,9.81967452145e+43
537.0,226.7168745,502.81,,0.0,1,
538.0,732.2540458,254.79,14.3,20.0,1.2,1.11097043716e+44
542.0,239.9606309,91.74,16.8,20.48,1.2,1.69210948856e+43
543.0,,142.84,7.0,22.3,2,1.70922576401e+43
544.0,,493.75,12.8,20.0,1.9,3.73444351029e+44
548.0,11.426416,17.0,10.8,21.96,1.9,3.73528123195e+41
549.0,152.5072632,196.72,13.0,21.52,1.2,6.02063212024e+43
550.0,,3154.59,4.0,20.0,1,4.76373444146e+45
552.0,258.2939767,131.58,11.5,21.26,1,2.38275457427e+43
553.0,,62.03,18.6,22.43,2,8.56481948425e+42
554.0,,111.83,8.4,23.48,2,1.25718052094e+43
555.0,,1099.26,5.1,23.06,2,7.3751818599e+44
556.0,589.8552826,278.83,17.8,20.0,1.5,1.65615395962e+44
557.0,52.10007314,120.01,13.8,21.3,1.9,2.37856851238e+43
558.0,8525.090409,47.75,157.6,20.49,1.2,4.30035860258e+43
560.0,74.26818417,50.867,14.2,22.36,1.9,4.3970590863e+42
561.0,287.4616823,288.23,13.7,20.0,1.5,1.3620737966e+44
565.0,190.6279314,171.74,11.7,21.4,1.2,4.12981394444e+43
566.0,440.6701028,27.45,22.6,20.0,1.2,2.03795619218e+42
567.0,1883.746043,144.67,45.0,20.0,1.2,1.12712266811e+44
568.0,,43.31,13.4,22.28,2,3.0080349177e+42
569.0,348.6394649,1236.42,12.3,20.0,1,2.25029192564e+45
572.0,,315.42,10.3,20.0,1.5,1.2263583346e+44
575.0,54.31930475,443.1,5.2,20.99,1.5,1.2218237174e+44
576.0,,224.58,12.8,20.79,1.2,7.72598449288e+43
578.0,83.65404244,1780.23,11.6,21.34,1.2,4.39958717589e+45
579.0,391.9414309,21.925,13.4,20.66,1.9,7.70878103573e+41
580.0,,138.91,13.5,23.85,2,3.11747154853e+43
582.0,,159.36,18.4,22.9,2,5.59214176598e+43
583.0,220.3135684,86.76,9.7,20.0,1.5,8.73800981963e+42
584.0,,122.55,40.9,22.46,2,7.35108842202e+43
585.0,708.8676793,14.757,33.3,20.0,1.5,8.67844859871e+41
586.0,,100.01,27.9,23.36,2,3.33958702688e+43
587.0,190.4851503,804.69,8.8,20.0,1.5,6.81932813143e+44
588.0,66.33286666,110.58,8.8,22.59,1.9,1.28776776815e+43
589.0,102.3635213,287.7,7.7,20.0,1.5,7.62732332061e+43
590.0,,20.381,62.8,24.18,2,3.12185213583e+42
591.0,,362.23,9.5,22.7,2,1.49174346683e+44
592.0,,107.86,20.2,22.79,2,2.81237940424e+43
593.0,,20.675,27.1,22.89,2,1.38631535894e+42
594.0,342.6845212,140.05,12.3,20.0,1.9,2.88717457929e+43
595.0,,12.656,458.1,20.0,1.5,8.78122148993e+42
596.0,465.9097058,102.29,17.3,22.56,1.2,2.16627789344e+43
597.0,,275.53,18.0,22.19,2,1.63535482633e+44
600.0,,109.25,11.9,23.72,2,1.69977548036e+43
605.0,,286.56,14.4,23.41,2,1.41512673734e+44
606.0,,175.0,11.8,23.28,2,4.32473809816e+43
607.0,271.2863047,24.967,26.7,21.26,1.2,1.99179983185e+42
608.0,715.6170229,55.71,18.7,20.32,1.5,6.94559779998e+42
609.0,89.02952363,7.473,17.6,23.0,1.9,1.17626273874e+41
611.0,,320.37,15.1,20.0,1,1.85473700629e+44
612.0,,6448.96,28.0,20.0,1,1.39360310485e+47
613.0,519.3835104,105.82,20.1,20.0,1,2.69360109103e+43
614.0,,2416.17,16.7,20.0,1,1.16673749265e+46
615.0,,21.043,282.7,23.52,2,1.49810697602e+43
616.0,,4.491,21.9,21.04,1.9,5.28605810259e+40
619.0,,761.91,380.4,20.0,1,2.64271033491e+46
621.0,,46.24,11.0,23.92,2,2.8146865864e+42
622.0,434.4014426,123.68,11.6,20.59,1.5,2.12353121762e+43
623.0,488.9606911,291.1,9.0,20.0,1.2,9.12701213159e+43
624.0,948.9102868,464.92,12.9,20.0,1.5,3.33693599044e+44
626.0,667.9449231,51.01,259.8,23.95,1.9,8.0900555051e+43
628.0,,141.24,11.9,23.6,1.9,2.84095324678e+43
629.0,,106.71,110.7,23.94,2,1.50854951016e+44
630.0,,159.34,33.0,22.63,2,1.00268674311e+44
631.0,2063.276117,32.95,76.5,20.0,1,9.9397161072e+42
632.0,,191.42,11.4,23.78,2,4.99897750654e+43
633.0,68.00726497,101.1,5.9,20.0,1.9,7.21698878307e+42
634.0,,245.31,14.4,20.0,1.9,1.03703808133e+44
635.0,16.4414547,255.05,6.4,22.45,1.9,4.98232825564e+43
636.0,983.5011249,109.75,40.0,21.12,1.5,5.76594846777e+43
638.0,,73.32,31.2,23.66,2,2.00724883292e+43
639.0,,123.29,7.4,22.46,2,1.34613659987e+43
641.0,1276.071891,60.44,11.8,20.0,1.5,5.15860917363e+42
643.0,,71.52,42.9,24.79,2,2.62611663816e+43
644.0,1301.064348,267.04,14.5,20.0,1.2,1.23743486552e+44
648.0,,366.39,11.1,22.27,2,1.78324867459e+44
651.0,175.2943932,305.97,14.7,20.78,1.5,1.64693604716e+44
652.0,,134.72,27.2,20.0,1.5,5.90792209475e+43
653.0,,18.717,19.3,23.72,2,8.09154580943e+41
654.0,,45.97,24.1,23.29,2,6.09491646303e+42
656.0,,1439.22,12.8,20.0,1.2,3.17297060079e+45
657.0,537.4490461,68.38,28.6,22.81,1.5,1.60039038505e+43
659.0,,111.22,58.5,23.69,2,8.66010893548e+43
662.0,,237.11,9.4,23.31,2,6.32454522047e+43
663.0,407.914175,132.9,13.0,20.0,1.5,2.74786265409e+43
664.0,75.41668325,305.63,,20.0,1.5,
665.0,178.4691262,19.642,4.8,20.0,1.9,2.21622759573e+41
666.0,,157.61,15.3,22.88,2,4.54842121332e+43
667.0,383.3580196,320.42,13.9,20.0,1.5,1.70787365726e+44
669.0,,141.57,14.0,23.57,2,3.35793439763e+43
670.0,424.93931,73.69,36.7,23.8,1.9,2.38498078693e+43
671.0,,3.69,1287.1,23.02,2,2.09732981216e+42
674.0,360.8268122,114.95,11.0,20.0,1.5,1.73945157908e+43
677.0,,55.92,20.9,23.31,2,7.82136077611e+42
678.0,77.68926184,152.03,,20.0,1.9,
679.0,,94.85,11.9,22.34,2,1.28121890811e+43
680.0,183.0438359,34.06,54.1,20.85,1.9,7.51083566491e+42
682.0,,100.76,93.0,22.43,2,1.12995454587e+44
683.0,,178.12,20.6,20.7,1.2,7.82157656172e+43
684.0,,44.85,7.7,23.15,2,1.85360557679e+42
685.0,215.8744749,181.54,20.0,23.53,1.9,7.8881718841e+43
686.0,214.387565,15.96,9.8,20.59,1.5,2.98740124188e+41
687.0,,119.1,21.5,23.6,2,3.6497548164e+43
688.0,,34.98,15.4,21.96,2,2.255080443e+42
689.0,180.5189237,389.55,10.2,21.26,1,1.85237237929e+44
692.0,2910.739417,56.26,88.4,22.09,1.9,3.34852409352e+43
694.0,1666.384879,69.16,248.8,21.52,1.5,1.42417071993e+44
695.0,312.4105508,146.77,14.7,21.18,1.5,3.78960225973e+43
696.0,141.7147854,53.31,16.3,20.18,1.2,5.54378880247e+42
697.0,689.5842627,132.15,33.6,20.43,1.5,7.02223436468e+43
698.0,,313.47,14.1,23.21,2,1.65810789786e+44
699.0,,228.75,19.4,22.91,2,1.21485834957e+44
700.0,,288.1,9.0,23.34,2,8.93986032454e+43
702.0,361.148844,227.64,17.8,20.0,1.5,1.10387237152e+44
703.0,157.597315,225.28,11.7,23.57,1.9,7.10612502433e+43
704.0,349.3381838,155.31,15.2,20.95,1.9,4.38777283252e+43
